1766951177.269029 server started (78177): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1766951177.269082 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:34 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T8103
1766951177.269099 using libevent 2.1.12-stable select
1766951177.269117 using utf8proc 2.11.2
1766951177.269130 using ncurses 6.5 20240427
1766951177.384980 /dev/ttys008: current mode ALL
1766951177.384983 /dev/ttys008: setting mode CURSOR
1766951177.384987 /dev/ttys008: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1766951177.384995 /dev/ttys008: \033[1;1H
1766951177.385004 /dev/ttys008: \033[1;46r
1766951177.385012 /dev/ttys008: complete key \033[?6c 0xfe000000000
1766951177.385016 /dev/ttys008: keys are 62 (\033[>0;2501;1c\033]10;rgb:c0c0/caca/f5f5\033\\\033]11;rgb:1a1a/1b1b/2626\033\\)
1766951177.385020 /dev/ttys008: received secondary DA \033[>0;2501;1c
1766951177.385025 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1766951177.385029 /dev/ttys008: \033[?1004h
1766951177.385036 /dev/ttys008: \033[?7727h
1766951177.385043 /dev/ttys008: \033(B\033[m
1766951177.385051 /dev/ttys008: \033[?12l\033[?25h
1766951177.385059 /dev/ttys008: current mode ALL
1766951177.385063 /dev/ttys008: setting mode CURSOR
1766951177.385067 /dev/ttys008: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1766951177.385075 /dev/ttys008: \033[1;1H
1766951177.385084 /dev/ttys008: \033[1;46r
1766951177.385093 /dev/ttys008: complete key \033[>0;2501;1c 0xfe000000000
1766951177.385098 /dev/ttys008: keys are 50 (\033]10;rgb:c0c0/caca/f5f5\033\\\033]11;rgb:1a1a/1b1b/2626\033\\)
1766951177.385106 colour_parseX11: rgb:c0c0/caca/f5f5 = #c0caf5
1766951177.385110 /dev/ttys008 fg is #c0caf5
1766951177.385114 /dev/ttys008: complete key \033]10;rgb:c0c0/caca/f5f5\033\\ 0xfe000000000
1766951177.385118 /dev/ttys008: keys are 25 (\033]11;rgb:1a1a/1b1b/2626\033\\)
1766951177.385123 colour_parseX11: rgb:1a1a/1b1b/2626 = #1a1b26
1766951177.385127 /dev/ttys008 bg is #1a1b26
1766951177.385130 /dev/ttys008: complete key \033]11;rgb:1a1a/1b1b/2626\033\\ 0xfe000000000
1766951177.385144 peer 0x1316646f0 message 208
1766951177.385150 tty_resize: /dev/ttys008 now 86x46 (16x37)
1766951177.385154 /dev/ttys008: \033(B\033[m
1766951177.385177 /dev/ttys008: \033[?12l\033[?25h
1766951177.385186 /dev/ttys008: current mode ALL
1766951177.385190 /dev/ttys008: setting mode CURSOR
1766951177.385194 /dev/ttys008: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1766951177.385203 /dev/ttys008: \033[1;1H
1766951177.385210 /dev/ttys008: \033[1;46r
1766951177.385218 /dev/ttys008: not repeating requests (0 seconds)
1766951177.385224 recalculate_size: @0 is 86x45
1766951177.385229 clients_calculate_size: after /dev/ttys008 (86x45), size is 86x45
1766951177.385233 clients_calculate_size: calculated size 86x45
1766951177.385237 clients_calculate_size: calculated size 86x45
1766951177.385241 clients_calculate_size: type is latest
1766951177.385244 recalculate_size: @0 no size change
1766951177.385249 cmd_find_from_client: s=$0 0
1766951177.385253 cmd_find_from_client: wl=1 1 w=@0 zsh
1766951177.385257 cmd_find_from_client: wp=%0
1766951177.385260 cmd_find_from_client: idx=none
1766951177.385272 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1766951177.385277 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1766951177.385283 notify_add: config_files=/opt/homebrew/etc/tmux.conf,/Users/phil/.tmux.conf,/Users/phil/.config/tmux/tmux.conf
1766951177.385290 notify_add: host=Phils-MacBook-Air.local
1766951177.385295 notify_add: host_short=Phils-MacBook-Air
1766951177.385299 notify_add: loop_last_flag=0
1766951177.385304 notify_add: next_session_id=$1
1766951177.385308 notify_add: pane_format=0
1766951177.385313 notify_add: pid=78177
1766951177.385316 notify_add: server_sessions=1
1766951177.385320 notify_add: session_format=0
1766951177.385324 notify_add: sixel_support=1
1766951177.385329 notify_add: socket_path=/private/tmp/tmux-501/default
1766951177.385333 notify_add: start_time=1766951177
1766951177.385342 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1766951177.385346 notify_add: uid=501
1766951177.385511 notify_add: user=phil
1766951177.385518 notify_add: version=3.6a
1766951177.385522 notify_add: window_format=0
1766951177.385527 notify_add: hook=client-resized
1766951177.385530 notify_add: hook_client=/dev/ttys008
1766951177.385535 session_add_ref: 0 notify_add, now 2
1766951177.385540 cmdq_append <global>: [notify_callback/0x131706180]
1766951177.385547 job write 0x132904080: git rev-parse --abbrev-ref HEAD 2>/dev/null, pid 78179, output left 0
1766951177.385553 redraw timer fired
1766951177.385569 cmdq_next <global>: enter
1766951177.385574 cmdq_next <global>: [notify_callback/0x131706180] (1), flags 0
1766951177.385578 notify_callback: client-resized
1766951177.385582 notify_insert_hook: inserting hook client-resized
1766951177.385589 unref client 0x131813a00 (2 references)
1766951177.385593 session_remove_ref: 0 notify_callback, now 1
1766951177.385598 cmdq_next <global>: exit (empty)
1766951177.385602 cmdq_next </dev/ttys008>: empty
1766951177.385606 cmdq_next <global>: empty
1766951177.385609 cmdq_next </dev/ttys008>: empty
1766951177.385614 /dev/ttys008: redraw window status borders overlay panes scrollbars
1766951177.385618 /dev/ttys008: redraw deferred (221 left)
1766951177.385622 redraw timer started
1766951177.385626 server_client_reset_state: client /dev/ttys008 mode CURSOR,WRAP
1766951177.385630 server_client_reset_state: cursor to 0,0
1766951177.385635 /dev/ttys008: \033[1;1H
1766951177.385643 /dev/ttys008: current mode CURSOR
1766951177.385647 /dev/ttys008: setting mode CURSOR,WRAP,MOUSE_BUTTON
1766951177.385651 /dev/ttys008: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1766951177.385658 /dev/ttys008: \033[?1006h
1766951177.385666 /dev/ttys008: \033[?1000h\033[?1002h
1766951177.385674 server_client_check_pane_buffer: pane %0 is on
1766951177.385678 @0 active pane not changed
1766951177.385689 /dev/ttys008: wrote 283 bytes (of 283)
1766951177.385693 cmdq_next <global>: empty
1766951177.385697 cmdq_next </dev/ttys008>: empty
1766951177.385701 /dev/ttys008: redraw window status borders overlay panes scrollbars
1766951177.385705 /dev/ttys008: redraw needed
1766951177.385712 screen_redraw_set_context: /dev/ttys008 @0 ox=0 oy=0 sx=86 sy=45 1/0
1766951177.385715 status_redraw enter
1766951177.385719 format_defaults: c=/dev/ttys008
1766951177.385723 format_defaults: s=none
1766951177.385726 format_defaults: wl=none
1766951177.385730 format_defaults: wp=none
1766951177.385735 screen_write_start: size 86x1, no pane
1766951177.385739 screen_write_cursormove: from 0,0 to 0,0
1766951177.385755 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1766951177.385765 format_expand1: found #*1[
1766951177.385769 format_expand1: found #{}: E:status-left-style
1766951177.385774 format_replace: modifier 0 is E
1766951177.385781 format_replace: format 'status-left-style' found: default
1766951177.385785 format_expand1: expanding format: default
1766951177.385789 format_expand1: result is: default
1766951177.385793 format_replace: replaced 'E:status-left-style' with 'default'
1766951177.385798 format_expand1: found #*1[
1766951177.385802 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1766951177.385807 format_expand1: expanding format: #{status-left-length}
1766951177.385811 format_expand1: found #{}: status-left-length
1766951177.385817 format_replace: format 'status-left-length' found: 50
1766951177.385821 format_replace: replaced 'status-left-length' with '50'
1766951177.385825 format_expand1: result is: 50
1766951177.385829 format_replace: modifier 0 is T
1766951177.385833 format_replace: modifier 1 is =
1766951177.385837 format_replace: modifier 1 argument 0: 50
1766951177.385843 format_replace: format 'status-left' found: #[fg=colour81,bold] #S#{?client_ssh,#[fg=colour238]@#H,} 
1766951177.385847 format_expand1: expanding format: #[fg=colour81,bold] #S#{?client_ssh,#[fg=colour238]@#H,} 
1766951177.385851 format_expand1: found #*1[
1766951177.385855 format_expand1: found #S: session_name
1766951177.385862 format_replace: format 'session_name' found: 0
1766951177.385865 format_replace: replaced 'session_name' with '0'
1766951177.385870 format_expand1: found #{}: ?client_ssh,#[fg=colour238]@#H,
1766951177.385874 format_replace: condition is: client_ssh
1766951177.385882 format_expand1: expanding format: client_ssh
1766951177.385886 format_expand1: result is: client_ssh
1766951177.385890 format_replace: condition 'client_ssh' not found; assuming false
1766951177.385894 format_replace: condition 'client_ssh' is false
1766951177.385898 format_replace: no condition matched in 'client_ssh,#[fg=colour238]@#H,'; using last arg
1766951177.385902 format_replace: replaced '?client_ssh,#[fg=colour238]@#H,' with ''
1766951177.385907 format_expand1: result is: #[fg=colour81,bold] 0 
1766951177.385912 format_replace: applied length limit 50: #[fg=colour81,bold] 0 
1766951177.385916 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '#[fg=colour81,bold] 0 '
1766951177.385921 format_expand1: found #*1[
1766951177.385925 format_expand1: found #*1[
1766951177.385929 format_expand1: found #*1[
1766951177.385933 format_expand1: found #{}: status-justify
1766951177.385944 format_replace: format 'status-justify' found: left
1766951177.385948 format_replace: replaced 'status-justify' with 'left'
1766951177.385952 format_expand1: found #*1[
1766951177.385957 format_expand1: found #*1[
1766951177.385960 format_expand1: found #*1[
1766951177.385977 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1766951177.385982 format_replace: modifier 0 is W
1766951177.385989 format_loop_windows: window loop: 1 @0
1766951177.385993 format_defaults: c=/dev/ttys008
1766951177.385997 format_defaults: s=$0
1766951177.386001 format_defaults: wl=1
1766951177.386004 format_defaults: wp=none
1766951177.386012 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1766951177.386018 format_expand1: found #*1[
1766951177.386022 format_expand1: found #{}: window_index
1766951177.386029 format_replace: format 'window_index' found: 1
1766951177.386033 format_replace: replaced 'window_index' with '1'
1766951177.386039 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1766951177.386043 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1766951177.386051 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1766951177.386055 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1766951177.386059 format_replace: modifier 0 is !=
1766951177.386064 format_expand1: expanding format: #{E:window-status-current-style}
1766951177.386068 format_expand1: found #{}: E:window-status-current-style
1766951177.386072 format_replace: modifier 0 is E
1766951177.386077 format_replace: format 'window-status-current-style' found: fg=colour81,bold
1766951177.386089 format_expand1: expanding format: fg=colour81,bold
1766951177.386093 format_expand1: result is: fg=colour81,bold
1766951177.386098 format_replace: replaced 'E:window-status-current-style' with 'fg=colour81,bold'
1766951177.386102 format_expand1: result is: fg=colour81,bold
1766951177.386106 format_expand1: expanding format: default
1766951177.386110 format_expand1: result is: default
1766951177.386115 format_replace: compare != left is: fg=colour81,bold
1766951177.386119 format_replace: compare != right is: default
1766951177.386123 format_replace: replaced '!=:#{E:window-status-current-style},default' with '1'
1766951177.386134 format_expand1: result is: 1
1766951177.386138 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is true
1766951177.386142 format_expand1: expanding format: #{E:window-status-current-style}
1766951177.386146 format_expand1: found #{}: E:window-status-current-style
1766951177.386150 format_replace: modifier 0 is E
1766951177.386155 format_replace: format 'window-status-current-style' found: fg=colour81,bold
1766951177.386159 format_expand1: expanding format: fg=colour81,bold
1766951177.386163 format_expand1: result is: fg=colour81,bold
1766951177.386167 format_replace: replaced 'E:window-status-current-style' with 'fg=colour81,bold'
1766951177.386171 format_expand1: result is: fg=colour81,bold
1766951177.386177 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'fg=colour81,bold'
1766951177.386182 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1766951177.386187 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951177.386193 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1766951177.386198 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1766951177.386202 format_replace: modifier 0 is &&
1766951177.386206 format_expand1: expanding format: #{window_last_flag}
1766951177.386210 format_expand1: found #{}: window_last_flag
1766951177.386216 format_replace: format 'window_last_flag' found: 0
1766951177.386220 format_replace: replaced 'window_last_flag' with '0'
1766951177.386224 format_expand1: result is: 0
1766951177.386228 format_bool_op_n: operator && has operand: 0
1766951177.386233 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1766951177.386237 format_expand1: result is: 0
1766951177.386241 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1766951177.386247 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1766951177.386252 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1766951177.386259 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951177.386265 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951177.386271 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1766951177.386275 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1766951177.386279 format_replace: modifier 0 is &&
1766951177.386283 format_expand1: expanding format: #{window_bell_flag}
1766951177.386287 format_expand1: found #{}: window_bell_flag
1766951177.386293 format_replace: format 'window_bell_flag' found: 0
1766951177.386297 format_replace: replaced 'window_bell_flag' with '0'
1766951177.386301 format_expand1: result is: 0
1766951177.386305 format_bool_op_n: operator && has operand: 0
1766951177.386309 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1766951177.386313 format_expand1: result is: 0
1766951177.386317 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1766951177.386324 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1766951177.386334 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1766951177.386340 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1766951177.386345 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1766951177.386352 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
